name,description,ownerV2/__typename,ownerV2/data/__typename,ownerV2/data/name,ownerV2/data/uri,ownerV2/data/username,playlistUrl,uri
Dark Funeral Mix,"<a href=spotify:playlist:37i9dQZF1EIUEw72KdEuNh>Watain</a>, <a href=spotify:playlist:37i9dQZF1EIVIpP9W7CjyP>Immortal</a> and <a href=spotify:playlist:37i9dQZF1EIYsY1tnJYD3Y>Emperor</a>",UserResponseWrapper,User,Spotify,spotify:user:spotify,spotify,https://open.spotify.com/playlist/37i9dQZF1EIUEbWHToE55c,spotify:playlist:37i9dQZF1EIUEbWHToE55c
funeral reflection songs,,UserResponseWrapper,User,Sarah Louise,spotify:user:21fpaumitxnfe6zspmnkaqjfy,21fpaumitxnfe6zspmnkaqjfy,https://open.spotify.com/playlist/7wvUAKF6YSOtyfXlPUKA1E,spotify:playlist:7wvUAKF6YSOtyfXlPUKA1E
FUNeral playlist🌾(my offline),"basically some of my fav songs (1,000 diff genres)",UserResponseWrapper,User,girl kisser💋,spotify:user:dbxmwtjmits6ygbmkgcpfe2pe,dbxmwtjmits6ygbmkgcpfe2pe,https://open.spotify.com/playlist/0RQinO0dYlTOP3lBfUaLBk,spotify:playlist:0RQinO0dYlTOP3lBfUaLBk
Funeral  playlist ,,UserResponseWrapper,User,Alex,spotify:user:31scl4qcuywpsvb5ut67yo4acdoy,31scl4qcuywpsvb5ut67yo4acdoy,https://open.spotify.com/playlist/7y3ZzwApVP4tVlUYQNYNGL,spotify:playlist:7y3ZzwApVP4tVlUYQNYNGL
PLAY THIS AT MY FUNERAL,,UserResponseWrapper,User,Chimi,spotify:user:izypwimxj5wvyzl9zu2udd0jq,izypwimxj5wvyzl9zu2udd0jq,https://open.spotify.com/playlist/62kZMtt1tuUOvWQtEmyRf8,spotify:playlist:62kZMtt1tuUOvWQtEmyRf8
songs i want played at my funeral ,im being serious:) ,UserResponseWrapper,User,Abegail <3,spotify:user:31mp4lbat4votzbath37i7wq7puu,31mp4lbat4votzbath37i7wq7puu,https://open.spotify.com/playlist/5Mw1gSV6ITotLt6YhP7WAj,spotify:playlist:5Mw1gSV6ITotLt6YhP7WAj
Elton John — Funeral For A Friend / Love Lies Bleeding,,UserResponseWrapper,User,michaelreiland-us,spotify:user:michaelreiland-us,michaelreiland-us,https://open.spotify.com/playlist/2lNPvNBGwJrXrh4dbs7tMZ,spotify:playlist:2lNPvNBGwJrXrh4dbs7tMZ
Funeral Dress Radio,"With Antidote, Oxymoron, Total Chaos and more",UserResponseWrapper,User,Spotify,spotify:user:spotify,spotify,https://open.spotify.com/playlist/37i9dQZF1E4FFLZaTR8bEM,spotify:playlist:37i9dQZF1E4FFLZaTR8bEM
i’m singing at a funeral tomorrow,,UserResponseWrapper,User,noelia gomez gwitt,spotify:user:31p36qfos4ut3dcjcoeg67gwubhu,31p36qfos4ut3dcjcoeg67gwubhu,https://open.spotify.com/playlist/45FlkuN8etaEiEngKQpXgm,spotify:playlist:45FlkuN8etaEiEngKQpXgm
Funeral Jas Von,Funeral Jas Von,UserResponseWrapper,User,Rode410,spotify:user:3137zxmakfhdll7ppfawuywevoqi,3137zxmakfhdll7ppfawuywevoqi,https://open.spotify.com/playlist/2lk5yzYg0F8MWmo47IUK9q,spotify:playlist:2lk5yzYg0F8MWmo47IUK9q
play this at my funeral,,UserResponseWrapper,User,Amina,spotify:user:rainbowunicornbee,rainbowunicornbee,https://open.spotify.com/playlist/32i36X3KDvN9h1GgQYGutJ,spotify:playlist:32i36X3KDvN9h1GgQYGutJ
play this at my funeral,,UserResponseWrapper,User,honey 🍥,spotify:user:oapmjrpmuvyptkvbeh9khfsgh,oapmjrpmuvyptkvbeh9khfsgh,https://open.spotify.com/playlist/6ltTxjorCauP6brSOlfkVj,spotify:playlist:6ltTxjorCauP6brSOlfkVj
the fun in funeral,,UserResponseWrapper,User,🌸Lilith🌸,spotify:user:q2j1g24krwoxublte8ibiuu52,q2j1g24krwoxublte8ibiuu52,https://open.spotify.com/playlist/4GxWYnRd2tlrYWM77fkQ6b,spotify:playlist:4GxWYnRd2tlrYWM77fkQ6b
no mourners no funerals,,UserResponseWrapper,User,shelby brantley,spotify:user:5gccqcdgoakllj3avnf6b6d56,5gccqcdgoakllj3avnf6b6d56,https://open.spotify.com/playlist/0jYibAi1du1SnsiFxsv0jC,spotify:playlist:0jYibAi1du1SnsiFxsv0jC
Please play this in my funeral :D,,UserResponseWrapper,User,Yoyowongwy,spotify:user:31qvrhsmn2qbvxw3r5izm3p54zga,31qvrhsmn2qbvxw3r5izm3p54zga,https://open.spotify.com/playlist/5iReXE992jRiyXa9ntk220,spotify:playlist:5iReXE992jRiyXa9ntk220
Funeral For A Friend – Welcome Home Armageddon,,UserResponseWrapper,User,Andre Anakin Guerra,spotify:user:11128803096,11128803096,https://open.spotify.com/playlist/5xBqH6hK8N8eQhJjsIYb0r,spotify:playlist:5xBqH6hK8N8eQhJjsIYb0r
"if i die , play these at my funeral !! ",,UserResponseWrapper,User,kyra-leonie !!,spotify:user:6cmh9bvwnf973vgaab1esnqkk,6cmh9bvwnf973vgaab1esnqkk,https://open.spotify.com/playlist/06knbiotLYJphtvVwQlXH3,spotify:playlist:06knbiotLYJphtvVwQlXH3
Mi Funeral,,UserResponseWrapper,User,J Trinidad Mendoza Chávez,spotify:user:1285684809,1285684809,https://open.spotify.com/playlist/0bRk474nApLnWeA2U7WMgu,spotify:playlist:0bRk474nApLnWeA2U7WMgu
Put this at my funeral,everything must end but not this playlist,UserResponseWrapper,User,clemence,spotify:user:01lk9yfhjhqvqb6t7radj0ezy,01lk9yfhjhqvqb6t7radj0ezy,https://open.spotify.com/playlist/02CnkayYl248wEub9gDeD9,spotify:playlist:02CnkayYl248wEub9gDeD9
Play these at my funeral,10&#x2F;10,UserResponseWrapper,User,F3NJ4,spotify:user:5cn1p94eisbz0w2miaw5smtxe,5cn1p94eisbz0w2miaw5smtxe,https://open.spotify.com/playlist/1S4gYcxhtjO8fLU8ONnOxM,spotify:playlist:1S4gYcxhtjO8fLU8ONnOxM
Grief/Loss 🕊️❤️‍🩹,This Playlist revolves around songs that specifically talk about losing a loved one ❤️‍🩹 Created  by @London.Steel on Instagram.,UserResponseWrapper,User,Good Grief - London Steel,spotify:user:31222psvtqadhsj3al4fszfq67em,31222psvtqadhsj3al4fszfq67em,https://open.spotify.com/playlist/7LoXAeEkZu1iZZrsJzjQxk,spotify:playlist:7LoXAeEkZu1iZZrsJzjQxk
Play in my funeral,,UserResponseWrapper,User,Lesley,spotify:user:3145cct6evuupzeuroieecam4zy4,3145cct6evuupzeuroieecam4zy4,https://open.spotify.com/playlist/6TflHoDG0oDGqbli1uMi9l,spotify:playlist:6TflHoDG0oDGqbli1uMi9l
Funky Tunes,Play this on loop at my funeral dawg,UserResponseWrapper,User,SpicySaauce,spotify:user:ys03m1e50gwpm2u4omi34wzuy,ys03m1e50gwpm2u4omi34wzuy,https://open.spotify.com/playlist/27bzGnWkZwpeLy5ppR34FU,spotify:playlist:27bzGnWkZwpeLy5ppR34FU
songs about death and dying,&quot;dying in a ditch but somehow being okay with it because you know it&#x27;s better then being where you are right now.&quot;,UserResponseWrapper,User,jade,spotify:user:ctkcnykdx3mtrlbkwiwblj0lr,ctkcnykdx3mtrlbkwiwblj0lr,https://open.spotify.com/playlist/5Qb00B2EME4VH5TK3cZ1xA,spotify:playlist:5Qb00B2EME4VH5TK3cZ1xA
"Grief, Lament, and Hope",Songs for hurting Christians who have encountered tragedy,UserResponseWrapper,User,Cornerstone Church of Ames,spotify:user:cornerstoneamesspotify,cornerstoneamesspotify,https://open.spotify.com/playlist/7sqrLLS7Zx3R6BeCn3bL98,spotify:playlist:7sqrLLS7Zx3R6BeCn3bL98
Worship for a grieving heart,,UserResponseWrapper,User,Abbie Barnette,spotify:user:22sufoeskvxqnsi5ihzlw6zka,22sufoeskvxqnsi5ihzlw6zka,https://open.spotify.com/playlist/0z2WPsgihe9zAlGSmOICcu,spotify:playlist:0z2WPsgihe9zAlGSmOICcu
life ,Play this on shuffle at my funeral &lt;3 ,UserResponseWrapper,User,MoshUnlovable,spotify:user:joshmcnicholas99,joshmcnicholas99,https://open.spotify.com/playlist/7Ad61TEE5PHcPyiYR9XBMj,spotify:playlist:7Ad61TEE5PHcPyiYR9XBMj
Funemyr,,UserResponseWrapper,User,funemyr,spotify:user:funemyr,funemyr,https://open.spotify.com/playlist/7xQ2jbDadGTeb89MfXgwAH,spotify:playlist:7xQ2jbDadGTeb89MfXgwAH
Funeral songs 4 G,,UserResponseWrapper,User,Adamgurrola,spotify:user:31m2zzj7ztx7kn53yerropb5he3m,31m2zzj7ztx7kn53yerropb5he3m,https://open.spotify.com/playlist/2O9X18LUpZf88imvQpI8Dv,spotify:playlist:2O9X18LUpZf88imvQpI8Dv
Dark Funeral Mix,"<a href=spotify:playlist:37i9dQZF1EIUEw72KdEuNh>Watain</a>, <a href=spotify:playlist:37i9dQZF1EIVIpP9W7CjyP>Immortal</a> and <a href=spotify:playlist:37i9dQZF1EIYsY1tnJYD3Y>Emperor</a>",UserResponseWrapper,User,Spotify,spotify:user:spotify,spotify,https://open.spotify.com/playlist/37i9dQZF1EIUEbWHToE55c,spotify:playlist:37i9dQZF1EIUEbWHToE55c
FUNeral playlist🌾(my offline),"basically some of my fav songs (1,000 diff genres)",UserResponseWrapper,User,girl kisser💋,spotify:user:dbxmwtjmits6ygbmkgcpfe2pe,dbxmwtjmits6ygbmkgcpfe2pe,https://open.spotify.com/playlist/0RQinO0dYlTOP3lBfUaLBk,spotify:playlist:0RQinO0dYlTOP3lBfUaLBk
Funeral,,UserResponseWrapper,User,Americanpie,spotify:user:0g77gmb96lnsogquwgzh9g923,0g77gmb96lnsogquwgzh9g923,https://open.spotify.com/playlist/64V8irX6rhtO9MU7w4XhHd,spotify:playlist:64V8irX6rhtO9MU7w4XhHd
Funeral  playlist ,,UserResponseWrapper,User,Alex,spotify:user:31scl4qcuywpsvb5ut67yo4acdoy,31scl4qcuywpsvb5ut67yo4acdoy,https://open.spotify.com/playlist/7y3ZzwApVP4tVlUYQNYNGL,spotify:playlist:7y3ZzwApVP4tVlUYQNYNGL
 Funeral Songs for the Older Generation,These songs evoke sentimental feelings and foster a deep sense of connection with the departed&#x27;s era.,UserResponseWrapper,User,FP Gaunts & Sons,spotify:user:31m2comdajwwndwnkfcj4hn3h5lu,31m2comdajwwndwnkfcj4hn3h5lu,https://open.spotify.com/playlist/2bsATeC2s8NKcxQMliPmHp,spotify:playlist:2bsATeC2s8NKcxQMliPmHp
Funeral Dress Radio,"With Antidote, Oxymoron, Total Chaos and more",UserResponseWrapper,User,Spotify,spotify:user:spotify,spotify,https://open.spotify.com/playlist/37i9dQZF1E4FFLZaTR8bEM,spotify:playlist:37i9dQZF1E4FFLZaTR8bEM
Funeral,,UserResponseWrapper,User,Gigi Geyer,spotify:user:31l52vtgfqa2j3vr2w4dsqnbiblm,31l52vtgfqa2j3vr2w4dsqnbiblm,https://open.spotify.com/playlist/02zhSX7QtLWbmNaVLjJkb1,spotify:playlist:02zhSX7QtLWbmNaVLjJkb1
Songs to play at my funeral :D,,UserResponseWrapper,User,Memesuga01,spotify:user:harukananase38,harukananase38,https://open.spotify.com/playlist/2DLGH3IjnlpsVuSosBZ9ji,spotify:playlist:2DLGH3IjnlpsVuSosBZ9ji
Funeral Grooves / Chimes / Relaxing Music / Chill Vibes / Sunday Afternoon / Church Appropriate,,UserResponseWrapper,User,Pepe John Hmic,spotify:user:amsg_hwdp,amsg_hwdp,https://open.spotify.com/playlist/6YhTs1qnssgrIbkk8jhxj4,spotify:playlist:6YhTs1qnssgrIbkk8jhxj4
Putting the Fun in Funeral,,UserResponseWrapper,User,Julia Kearney,spotify:user:31kbq3vgnco7wf35l3vlre3gomoa,31kbq3vgnco7wf35l3vlre3gomoa,https://open.spotify.com/playlist/5rbWDnCjh37FLM6R6MTGmG,spotify:playlist:5rbWDnCjh37FLM6R6MTGmG
the fun in funeral,,UserResponseWrapper,User,🌸Lilith🌸,spotify:user:q2j1g24krwoxublte8ibiuu52,q2j1g24krwoxublte8ibiuu52,https://open.spotify.com/playlist/4GxWYnRd2tlrYWM77fkQ6b,spotify:playlist:4GxWYnRd2tlrYWM77fkQ6b
Funeral potatoes 🥔 ,,UserResponseWrapper,User,Marksaguilar,spotify:user:ahljz6o1r9c7kebe7o3btt29p,ahljz6o1r9c7kebe7o3btt29p,https://open.spotify.com/playlist/11YQRdqw2G035u9yqNuAIn,spotify:playlist:11YQRdqw2G035u9yqNuAIn
NO QUIERO FUNERAL,,UserResponseWrapper,User,Dellagiovanna.gabriel,spotify:user:313wcqw77iywqacwywdigow36wxa,313wcqw77iywqacwywdigow36wxa,https://open.spotify.com/playlist/2rQhMDlNxSc3a6EJKbRh8f,spotify:playlist:2rQhMDlNxSc3a6EJKbRh8f
funérailles de papa | music for dad’s funeral,,UserResponseWrapper,User,jhurball,spotify:user:jhurball,jhurball,https://open.spotify.com/playlist/2SdUl4weNnyk1GK8a6FaeF,spotify:playlist:2SdUl4weNnyk1GK8a6FaeF
My Funeral Songs,,UserResponseWrapper,User,mettam21,spotify:user:mettam21,mettam21,https://open.spotify.com/playlist/2UgWWmDdBTPhwOBcH9fefX,spotify:playlist:2UgWWmDdBTPhwOBcH9fefX
Missing someone who passed away,,UserResponseWrapper,User,ayçentor,spotify:user:fqi3c9uhuspdgtseesv2jh4fs,fqi3c9uhuspdgtseesv2jh4fs,https://open.spotify.com/playlist/5SokiMAIK4E4jPY66mlzsG,spotify:playlist:5SokiMAIK4E4jPY66mlzsG
play this at my funeral,,UserResponseWrapper,User,honey 🍥,spotify:user:oapmjrpmuvyptkvbeh9khfsgh,oapmjrpmuvyptkvbeh9khfsgh,https://open.spotify.com/playlist/6ltTxjorCauP6brSOlfkVj,spotify:playlist:6ltTxjorCauP6brSOlfkVj
Someone you loved died  😔 💔 ,This is a playlist dedicated to when some one special to you dies 😢💔,UserResponseWrapper,User,Bakugo Eittam 💘❤️‍🔥,spotify:user:31mt24cleq6t4qs5ksz76yaf7qla,31mt24cleq6t4qs5ksz76yaf7qla,https://open.spotify.com/playlist/4UKXApXgfNkJphnWHed4uM,spotify:playlist:4UKXApXgfNkJphnWHed4uM
Play this in my funeral🪦🪬,,UserResponseWrapper,User,noa singer!,spotify:user:vms3i4mfwqyxcpr8a05skfb2h,vms3i4mfwqyxcpr8a05skfb2h,https://open.spotify.com/playlist/198gDvZWgomIbZCsYB3JuV,spotify:playlist:198gDvZWgomIbZCsYB3JuV
Play ts at my funeral,,UserResponseWrapper,User,shit_hurt.268,spotify:user:31phoiwspkzp22foc6dntqg5jc44,31phoiwspkzp22foc6dntqg5jc44,https://open.spotify.com/playlist/62BNORso2cJWLZHoA8hUIT,spotify:playlist:62BNORso2cJWLZHoA8hUIT
This Is Funeral Party,"This is Funeral Party. The essential tracks, all in one playlist.",UserResponseWrapper,User,Spotify,spotify:user:spotify,spotify,https://open.spotify.com/playlist/37i9dQZF1DZ06evO3khcmF,spotify:playlist:37i9dQZF1DZ06evO3khcmF
mourning a friend,I made this playlist after a friend of mine committed suicide.,UserResponseWrapper,User,Elias,spotify:user:31j36cq6ksfcsncpooubw3vmlp3a,31j36cq6ksfcsncpooubw3vmlp3a,https://open.spotify.com/playlist/0ch5t4SHU4inCmp5V16cx6,spotify:playlist:0ch5t4SHU4inCmp5V16cx6
missing your grandparents,Proverbs 16:9🕊- look for the pink in the sunsets and  there I’ll be,UserResponseWrapper,User,katie,spotify:user:1e1urba2zpapqd1necu7foq7k,1e1urba2zpapqd1necu7foq7k,https://open.spotify.com/playlist/0Fcog9FLF3BL6L6uAZ3u4K,spotify:playlist:0Fcog9FLF3BL6L6uAZ3u4K
Adams funeral songs,,UserResponseWrapper,User,adam,spotify:user:7lpby4nl075fl1vrafunp4ece,7lpby4nl075fl1vrafunp4ece,https://open.spotify.com/playlist/36uqt65mnYKKUICFAlHMQ5,spotify:playlist:36uqt65mnYKKUICFAlHMQ5
playlist of eternal grief,,UserResponseWrapper,User,adam,spotify:user:d5fifwid2ov2zgxoaphviesj4,d5fifwid2ov2zgxoaphviesj4,https://open.spotify.com/playlist/5C9tOro0XT7bMCpplXlLhL,spotify:playlist:5C9tOro0XT7bMCpplXlLhL
Funky Tunes,Play this on loop at my funeral dawg,UserResponseWrapper,User,SpicySaauce,spotify:user:ys03m1e50gwpm2u4omi34wzuy,ys03m1e50gwpm2u4omi34wzuy,https://open.spotify.com/playlist/27bzGnWkZwpeLy5ppR34FU,spotify:playlist:27bzGnWkZwpeLy5ppR34FU
❤️‍🩹Gentle Grief Release 💖,,UserResponseWrapper,User,Divinetiming,spotify:user:31sokbuhi76jv5jw7i4jsp3advjq,31sokbuhi76jv5jw7i4jsp3advjq,https://open.spotify.com/playlist/4w0whgKjSIX8RtpjFEYeOF,spotify:playlist:4w0whgKjSIX8RtpjFEYeOF
Songs I’ll take to my grave,,UserResponseWrapper,User,Mason,spotify:user:idcgczfxc3t8wcfry78ux6qbq,idcgczfxc3t8wcfry78ux6qbq,https://open.spotify.com/playlist/4yPTmq94FlryOe5nepvILA,spotify:playlist:4yPTmq94FlryOe5nepvILA
In Memory of Dad 💙,,UserResponseWrapper,User,Justin.Davis,spotify:user:226rqbzv1hkrxcr5fgiabhtfn,226rqbzv1hkrxcr5fgiabhtfn,https://open.spotify.com/playlist/0xOGcCX6wgJKF61m87nwYn,spotify:playlist:0xOGcCX6wgJKF61m87nwYn
funeral,,UserResponseWrapper,User,eva tibbetts,spotify:user:31vgpx4wlwy37l6uzte65bv7c2ou,31vgpx4wlwy37l6uzte65bv7c2ou,https://open.spotify.com/playlist/78cbncJ4YsrXsZBb8qJ34M,spotify:playlist:78cbncJ4YsrXsZBb8qJ34M
Turn up the volume!!! ‘Cause this is a funeral for the living!!,Hakari just hit the jackpot! Now it’s YOUR time to dance!!,UserResponseWrapper,User,Jackiesz,spotify:user:jaquelineale20,jaquelineale20,https://open.spotify.com/playlist/4Kho7aU38SatkgCck75PMj,spotify:playlist:4Kho7aU38SatkgCck75PMj
Funeral Bangers,,UserResponseWrapper,User,Cade Nelson,spotify:user:31kll4nu4k2yycy5hhbda66ihnju,31kll4nu4k2yycy5hhbda66ihnju,https://open.spotify.com/playlist/0D5VLXOUjWHZ2hdl2Azwqi,spotify:playlist:0D5VLXOUjWHZ2hdl2Azwqi
Funeral Song's,,UserResponseWrapper,User,Joseph l kinnaird,spotify:user:ulf4cecnvs9xqi4ns3dq0599d,ulf4cecnvs9xqi4ns3dq0599d,https://open.spotify.com/playlist/3TEiA3E22nqXtyYCpUrSSD,spotify:playlist:3TEiA3E22nqXtyYCpUrSSD
"The Funeral (From ""American Sniper"")",,UserResponseWrapper,User,Karl Beuken,spotify:user:1135953112,1135953112,https://open.spotify.com/playlist/74pzj3fQgdYpRcJ3JBwizJ,spotify:playlist:74pzj3fQgdYpRcJ3JBwizJ
Funeral Diner Radio,"With City of Caterpillar, Joshua Fit For Battle, I Would Set Myself On Fire For You and more",UserResponseWrapper,User,Spotify,spotify:user:spotify,spotify,https://open.spotify.com/playlist/37i9dQZF1E4FlnQoCRoD4F,spotify:playlist:37i9dQZF1E4FlnQoCRoD4F
Romina funeral,,UserResponseWrapper,User,Romina,spotify:user:31molqhsl2rkmeg6c4ra5ffkw2ci,31molqhsl2rkmeg6c4ra5ffkw2ci,https://open.spotify.com/playlist/7c1hPvpj9GhjNamWU7yTL4,spotify:playlist:7c1hPvpj9GhjNamWU7yTL4
Funeral,,UserResponseWrapper,User,Ňæţə,spotify:user:pcy0pa2iqtmrztpxc9xjh15us,pcy0pa2iqtmrztpxc9xjh15us,https://open.spotify.com/playlist/25FHyr9WayEuLC1LxWtvKd,spotify:playlist:25FHyr9WayEuLC1LxWtvKd
At my funeral,,UserResponseWrapper,User,Sebastian,spotify:user:31hcfx2w5hxsygdwsiu3wkijnuye,31hcfx2w5hxsygdwsiu3wkijnuye,https://open.spotify.com/playlist/23S6Ldh5pPMxGob6NhvN6w,spotify:playlist:23S6Ldh5pPMxGob6NhvN6w
Dad's Funeral Music,,UserResponseWrapper,User,Anthony,spotify:user:eyjk2mulb9g5woobu926nbbq7,eyjk2mulb9g5woobu926nbbq7,https://open.spotify.com/playlist/6IsRPiKRqoNuf0I3tq2Zgc,spotify:playlist:6IsRPiKRqoNuf0I3tq2Zgc
play this @ my funeral ,,UserResponseWrapper,User,yazzy,spotify:user:4qrqwsz662gixujzc2tfrmygw,4qrqwsz662gixujzc2tfrmygw,https://open.spotify.com/playlist/4bT2scyQdscCUNQHTXJivx,spotify:playlist:4bT2scyQdscCUNQHTXJivx
Songs I want at my funeral ❤️,,UserResponseWrapper,User,Natalie 🫶✌️🤭,spotify:user:g40o57e59x4twqqcl123hcvtj,g40o57e59x4twqqcl123hcvtj,https://open.spotify.com/playlist/5LBIpfxMtJVkC6HJOuX1If,spotify:playlist:5LBIpfxMtJVkC6HJOuX1If
Songs after a loss,"Songs to listen to after you had a sad loss in something like a final or in your last game, any sport.",UserResponseWrapper,User,Matt,spotify:user:31w67bgvtdsi3wdopxyrs6br6gou,31w67bgvtdsi3wdopxyrs6br6gou,https://open.spotify.com/playlist/1KcXBQa0WjNV00El6sQi2I,spotify:playlist:1KcXBQa0WjNV00El6sQi2I
Joe's Funeral Jams,,UserResponseWrapper,User,TheButcherATX,spotify:user:0uonj4307i6i0x9c2vqwmjqms,0uonj4307i6i0x9c2vqwmjqms,https://open.spotify.com/playlist/3EtsI9dtnYfuieNUzIJYSX,spotify:playlist:3EtsI9dtnYfuieNUzIJYSX
Play this at my funeral ,,UserResponseWrapper,User,Jack90986,spotify:user:8dj3xrxlq3u8porzwtt550do4,8dj3xrxlq3u8porzwtt550do4,https://open.spotify.com/playlist/1YiZzeg1fhsITsxei0GU7U,spotify:playlist:1YiZzeg1fhsITsxei0GU7U
This Is Funeral Winds,"This is Funeral Winds. The essential tracks, all in one playlist.",UserResponseWrapper,User,Spotify,spotify:user:spotify,spotify,https://open.spotify.com/playlist/37i9dQZF1DZ06evO25o6vn,spotify:playlist:37i9dQZF1DZ06evO25o6vn
Play these at my funeral ,,UserResponseWrapper,User,Alyssa,spotify:user:9jgd1zoviyu6iun6hmelg2g6o,9jgd1zoviyu6iun6hmelg2g6o,https://open.spotify.com/playlist/0pWGeedvQnp4yrL5PiYST4,spotify:playlist:0pWGeedvQnp4yrL5PiYST4
THREE DAYS GRACE/ I PREVAIL/ THE FUNERAL PORTRAIT Alienation Tour!,Actual set list! Minus covers&#x2F;dj tracks intermissions,UserResponseWrapper,User,Adrian Zamudio,spotify:user:adrianzamudio5,adrianzamudio5,https://open.spotify.com/playlist/1Rt6gtSBBDpMcvfx5SSfGV,spotify:playlist:1Rt6gtSBBDpMcvfx5SSfGV
Mom Funeral,,UserResponseWrapper,User,wb2eqi1y8c52uzgpk19f06nh7,spotify:user:wb2eqi1y8c52uzgpk19f06nh7,wb2eqi1y8c52uzgpk19f06nh7,https://open.spotify.com/playlist/0RkaW7W5Z6Eh90iN5rckoa,spotify:playlist:0RkaW7W5Z6Eh90iN5rckoa
This Is Funeral Dress,"This is Funeral Dress. The essential tracks, all in one playlist.",UserResponseWrapper,User,Spotify,spotify:user:spotify,spotify,https://open.spotify.com/playlist/37i9dQZF1DZ06evO3Yyjuw,spotify:playlist:37i9dQZF1DZ06evO3Yyjuw
My soundtrack (funeral),,UserResponseWrapper,User,Jorge Guadarrama,spotify:user:jguadmon,jguadmon,https://open.spotify.com/playlist/4mnyT9P3zdbdk13jHd3jBr,spotify:playlist:4mnyT9P3zdbdk13jHd3jBr
Please Shuffle Play This At My Funeral   ,,UserResponseWrapper,User,Dan 🗣️,spotify:user:63g2eji92qr60jab2dfo6pihj,63g2eji92qr60jab2dfo6pihj,https://open.spotify.com/playlist/7vNZ4vFzWRPWIYoEMqAo2x,spotify:playlist:7vNZ4vFzWRPWIYoEMqAo2x
2026 March (Laughing At Funerals),I just aint fell on no good ones. BM Cormac McCarthy,UserResponseWrapper,User,Chris,spotify:user:sd0dzvq85kzgbkmojmab6b58f,sd0dzvq85kzgbkmojmab6b58f,https://open.spotify.com/playlist/4loMkCjwF54nrvTTQ54AeG,spotify:playlist:4loMkCjwF54nrvTTQ54AeG
Traceys funeral,,UserResponseWrapper,User,baggus,spotify:user:35l2eaxu3xpfemdpd718qc4xa,35l2eaxu3xpfemdpd718qc4xa,https://open.spotify.com/playlist/07RHDhAWHVcWCICCfDMz70,spotify:playlist:07RHDhAWHVcWCICCfDMz70
songs for missing someone that's in heaven,,UserResponseWrapper,User,mimi_dewsnup <3,spotify:user:0x80h5dqkvy6ibgvsxks785q1,0x80h5dqkvy6ibgvsxks785q1,https://open.spotify.com/playlist/4ix0RQFVb9tCztScMgUB8i,spotify:playlist:4ix0RQFVb9tCztScMgUB8i
My best friend passed away,"When we lose someone we love we must learn not to live without them, but to live with the love they left behind",UserResponseWrapper,User,Yasmin Hjørnholm,spotify:user:21fuqwoyavjbtx25wxlhfm5ka,21fuqwoyavjbtx25wxlhfm5ka,https://open.spotify.com/playlist/0pwhPftfY2kmrQWJE58QlL,spotify:playlist:0pwhPftfY2kmrQWJE58QlL
Sad songs..,For everyone that lost someone loved in their life.,UserResponseWrapper,User,✪Sharky🦈,spotify:user:31nf4wgcfmtaxonrklshnrlkj23a,31nf4wgcfmtaxonrklshnrlkj23a,https://open.spotify.com/playlist/280TJL4oY60xFuQha4WNBA,spotify:playlist:280TJL4oY60xFuQha4WNBA
Missing my brother in heaven ,,UserResponseWrapper,User,Meeshy,spotify:user:12148208876,12148208876,https://open.spotify.com/playlist/5hCPZQzHhMAB9ofO7Q44dQ,spotify:playlist:5hCPZQzHhMAB9ofO7Q44dQ
The New Best Another Playlist <3,"main playlist, remade the first 24 hours from the playlist I had a funeral for",UserResponseWrapper,User,seaweed,spotify:user:bwhocll25bngldhrg5pxbk1pj,bwhocll25bngldhrg5pxbk1pj,https://open.spotify.com/playlist/7JlGQOt72pPmQ8AzRAarzG,spotify:playlist:7JlGQOt72pPmQ8AzRAarzG
Bereavement Playlist,Why me?,UserResponseWrapper,User,FrozenStoney,spotify:user:31rfsebtjj7wjjdw27fj6ni4chwm,31rfsebtjj7wjjdw27fj6ni4chwm,https://open.spotify.com/playlist/3rtBp3Y7KHza5GJ4jThG1f,spotify:playlist:3rtBp3Y7KHza5GJ4jThG1f
"Necrofantasia (and ""A Maiden's Illusionary Funeral ~ Necrofantasy"")",Yukari and Ran Yakumo&#x27;s themes; original and arrangements.,UserResponseWrapper,User,Mint Mayers,spotify:user:680h1joudkslec3lngx2gwdpc,680h1joudkslec3lngx2gwdpc,https://open.spotify.com/playlist/1MWVt68Z8GMDDsC4lsy16c,spotify:playlist:1MWVt68Z8GMDDsC4lsy16c
funeral,,UserResponseWrapper,User,liadillon,spotify:user:nynagmmc4k6d9a8hd45usvkad,nynagmmc4k6d9a8hd45usvkad,https://open.spotify.com/playlist/6R1AYiFoW4W8MTI2Dn0YdQ,spotify:playlist:6R1AYiFoW4W8MTI2Dn0YdQ
songs for my funeral,"when it is time for me to go, do not hurry the earth to claim me; let each song i gathered play me gently into rest.",UserResponseWrapper,User,simone,spotify:user:316tageupij3axw4abezqfzpecfq,316tageupij3axw4abezqfzpecfq,https://open.spotify.com/playlist/76tcl0hTjXJKyv8PMyqTgg,spotify:playlist:76tcl0hTjXJKyv8PMyqTgg
Funeral ,,UserResponseWrapper,User,Shannon Robinson,spotify:user:22rlnmfbvevfum7tkv3lmqcka,22rlnmfbvevfum7tkv3lmqcka,https://open.spotify.com/playlist/0C5QNk9C6eP8hA88mP0IEq,spotify:playlist:0C5QNk9C6eP8hA88mP0IEq
